,principal component 1,principal component 2,principal component 3,principal component 4,hier_cluster,la_name
251,0.033489126401687525,1.4285901414393756,-0.5741380638873897,-0.19337234270083548,3,South Norfolk
252,-1.1735536363719654,-0.7020587498700445,0.0548487718497878,-0.3625354905134088,4,South Oxfordshire
253,-1.3363430964710878,0.6782057040751285,0.223254137067444,-0.11624965795406947,5,South Ribble
254,-1.0674446213861006,3.4523104474032307,-2.864853246582605,0.18279322766664746,3,South Somerset
255,-1.7309727874013665,-1.609525516339934,-0.25657480710955355,0.46671977281170074,4,South Staffordshire
256,2.455206280776029,-1.2093836845523382,1.8291249212955472,0.44094370179493386,8,South Tyneside
257,-0.17595577156460612,-0.651537694703853,0.03421719550130056,-0.1982448549455911,4,Southampton
258,5.1591512367405965,1.1308533645670449,-1.351553896653762,-0.3782874356445389,2,Southend-on-Sea
259,0.3737361673525714,0.11486252461555074,-0.2990601595203918,-0.7746939833388555,0,Southwark
260,0.25711807361531996,-0.8072605019691196,-0.15532936337892267,-1.038785292590745,1,Spelthorne
261,-1.1318008167968363,-1.478850247543888,-0.06113194479421458,0.11252391846158315,4,St Albans
262,-0.8613223962239542,1.3577380065512117,-1.3326972571637319,0.7899987137006247,3,St. Helens
263,-2.2631893184046583,-0.3331975820217136,0.7336961790507358,-0.4291324970003626,5,Stafford
264,1.0694378026237352,-1.5247781559073752,0.0310381964260023,-0.8919912561051605,8,Staffordshire Moorlands
265,-0.4866461424015894,-1.0649281375222142,-0.03448124274808918,-0.2154416775381449,4,Stevenage
266,-0.38399181734623167,-1.0623031395629572,0.20205948154003114,0.48730629333523495,1,Stockport
267,0.5111039868631905,-2.195110770363338,0.31158978756270544,0.3158287733236757,1,Stockton-on-Tees
268,-1.344248769239446,1.849316997601352,-1.4107116714529426,-0.21137010122804503,3,Stoke-on-Trent
269,-1.444297679715771,0.1995497247014155,0.3163179654530778,-0.7189188854435086,4,Stratford-on-Avon
270,-1.4872812624939598,-2.1124396865720474,0.5247121667515915,0.49998884136165034,4,Stroud
271,0.5044716000956695,0.920559360127528,0.279658534060245,-0.63252409528209,0,Sunderland
272,0.90587734320761,-0.25505124849440924,-0.7670930854155392,-0.37807695576916267,1,Surrey Heath
273,-0.1126761448991254,0.9957953246886686,-2.3074615653755384,0.9317968449168385,3,Sutton
274,-0.4991727921562763,-1.555382059881316,0.5298316394885393,0.5604077409120306,1,Swale
275,0.03606785176004242,-1.721091521898108,-0.6653919427915529,0.28034515642810515,1,Swansea
276,-0.013114097888738763,-1.5334584634492034,-0.44575299141322827,0.13437625594631225,1,Swindon
277,-0.5590209979032392,-1.344263972691097,0.06763406328650659,-0.3727826701656865,4,Tameside
278,0.17395159065468213,0.883437234377972,0.10569494967758312,-0.057707163779209515,0,Tamworth
279,-1.5852181957645657,2.2179066086413055,-0.9422808794070475,0.04693790512538828,3,Tandridge
280,0.08569036830811833,-0.7471115693798489,-1.4496446959704488,0.844230427719434,1,Teignbridge
281,-2.6284715227068283,0.6649406254357287,0.146705626692028,-0.2624127392537557,5,Telford and Wrekin
282,-0.5098639463590621,0.9037667457537473,-0.48198120287247714,-0.3049187957992673,3,Tendring
283,-0.3174422611588737,2.4697612982695665,-1.6910653805447349,-0.7430598757618042,3,Test Valley
284,-1.5240677106415896,-0.6564815998340015,0.5178193389713732,0.15659830849094297,4,Tewkesbury
285,0.6361501694503385,0.34802616168164124,0.5268342669370766,-1.2378645546654636,0,Thanet
286,1.4456763081197814,-1.1255822424684205,-1.2805100248984211,0.0017093206579304181,1,Three Rivers
